@relation sentimental-analizerTeste


@attribute texto string
@attribute quantAdjetivoPositivo numeric
@attribute quantAdjetivoNegativo numeric
@attribute quantVerboPositivo numeric
@attribute quantVerboNegativo numeric
@attribute classTeste {positivo, negativo, neutro}


@DATA
'https://t.co/tRRD71usdM LISTA BERTIN-BUMLAI TRAZ TEMER  ALOYSIO E CAIADO #ForaTemer\n&#3;',0,0,1,0,positivo
'https://t.co/8VI9XgWR9x LISTA BERTIN-BUMLAI TRAZ TEMER  ALOYSIO E CAIADO #ForaTemer\n&#3;',0,0,1,0,positivo
'Sem Dilma  Anatel volta atrás e não vai impedir operadoras de limitar internet fixa https://t.co/aXZC3VET40\n&#3;',0,0,0,0,neutro
'E como dizia a Dilma: nós não estimulamos meta e quando nós batermos a meta iremos dobrar a meta\n&#3;',0,0,1,0,positivo
'CV adequado. https://t.co/eeYe8TBvWg\n&#3;',1,0,0,0,positivo
'Cerveró delatou a "Onesta" (sem H) Dilma Roussef  aquela que os pelegos batem palmas  que quebrou o Brasil.\n&#3;',0,0,1,1,neutro
'Viva o PT! Aperta o 13 e confirma!! @cutnacional @MST_Oficial @mtst @PCdoB_Oficial @uneoficial  https://t.co/iN6pdFNkdq\n&#3;',1,0,0,0,positivo
'Temer diz que reajuste salarial pacifica relação com funcionalismo https://t.co/jQXbRmRUml\n&#3;',0,0,1,0,positivo
'Temer quer apressar impeachment por risco de perder votos no Senado https://t.co/wl2rC0Dtzj\n&#3;',0,0,2,0,positivo
'"Esquema da Petrobras pagou despesas pessoais de Dilma" https://t.co/xSZ2EMfpuz https://t.co/cOlAjsiCzV #ESTADAO https://t.co/oWF2RplPPy\n&#3;',0,0,0,0,neutro
'Temer diz que reajuste salarial pacifica relação com funcionalismo https://t.co/WtxDubfFgK\n&#3;',0,0,1,0,positivo
'Gostei dessa #PassaDilma https://t.co/DtwxjOEtCV\n&#3;',0,0,1,0,positivo
'@silva_marina mas não com a Sra. Seria a Dilma II ou até pior.Desculpe a sinceridade!\n&#3;',0,0,0,0,neutro
'Pá de cal na honestidade dela! https://t.co/K7KBLBJyN1\n&#3;',0,0,0,0,neutro
'Alem de Dilma Rousseff  o Cerveró  entregou filho #Acronimo de FHC https://t.co/9bB2CFtgco https://t.co/2N4r7MA5EM"\n&#3;',0,0,0,0,neutro
'A impressão é que estão assando as batatas de Michael Temer.Traduzindo: está em processo de fritura.\n&#3;',0,0,0,0,neutro
'Após golpe  eurodeputados exigem fim de acordo entre União Europeia e Mercosul: @MichelTemer não... https://t.co/pkrE1Dt5YY via @ptbrasil\n&#3;',0,0,0,0,neutro
'O custo pra demitir Dilma vai ser alto  mas se ela voltar será MUITO PIOR! https://t.co/VIOngLEKp1\n&#3;',1,1,0,0,neutro
'O custo pra demitir Dilma vai ser alto  mas se ela voltar será MUITO PIOR! https://t.co/VIOngLEKp1\n&#3;',1,1,0,0,neutro
'Governo vai lutar por idade mínima para aposentadoria.https://t.co/1jqfOLIfhJ https://t.co/Eq2VxHM9SG\n&#3;',0,0,1,0,positivo
'"a presidente dilma é uma mulher honesta" https://t.co/nysLSFEDXg\n&#3;',0,0,0,0,neutro
'Na conta da Petrobras - Será que Dilma é proba????? https://t.co/4Aab0igYqJ\n&#3;',1,0,0,0,positivo
'https://t.co/tRRD71usdM LISTA BERTIN-BUMLAI TRAZ TEMER  ALOYSIO E CAIADO #ForaTemer . https://t.co/Y01YOc9LDE\n&#3;',0,0,1,0,positivo
'https://t.co/tRRD71usdM LISTA BERTIN-BUMLAI TRAZ TEMER  ALOYSIO E CAIADO #ForaTemer . https://t.co/Y01YOc9LDE\n&#3;',0,0,1,0,positivo
'#NoticiasradioacesavrNos últimos dias  Temer encontrou-se com o presidente do Supremo Tribunal Federal  Ricardo... https://t.co/9HynKX1UIf\n&#3;',1,0,1,0,positivo
'Rio de janeiro Agora.Fora Temer Golpista 02.06.16 https://t.co/R56B4ovROU via @YouTube\n&#3;',0,1,1,0,positivo
'O BraZil dos golpistas escreve-se com a letra Z https://t.co/oQf0cqvt34\n&#3;',0,1,0,0,negativo
'Amarelinhos CBF me darão um amém? https://t.co/mAFEaWCdL1\n&#3;',0,0,0,0,neutro
'Ministro sugere que servidores da CGU sem identificação com Temer deixem os cargos  https://t.co/Rhads6uw4G via @Estadao\n&#3;',0,0,1,0,positivo
'A Temer  Renan Filho quer dois anos de moratória da dívida pública https://t.co/MCxp2nMlEg\n&#3;',0,0,1,0,positivo
'Painel: Sem alarde  Câmara cria 14.419 cargos federais  quase quatro vezes o que Temer prometeu... https://t.co/VvUvihbR5a via @folha\n&#3;',0,0,1,0,positivo
'Que Porra é essa TEMER  você vai tomar predador como a sua antecessora! esse FDP tá fazendo igualzinho. https://t.co/WmRVciFFtl\n&#3;',0,0,1,0,positivo
'@mariadorosario @denpaula pra ele e sua vassalagem. Mas o forte foi AMOR  muito amor pra PresidentA @dilmabr https://t.co/xZ3sNL0rUW\n&#3;',1,0,0,0,positivo
'não acho que Dilma seja santa  honesta  nem porra nenhuma. ela foi eleita pelo povo. só isso.\n&#3;',2,0,0,0,positivo
'Mais uma de Fátima Pelaes  a secretária da Mulher do governo interino https://t.co/6Kd05pexIN\n&#3;',0,0,0,0,neutro
'Meu sonho era alguém cortar o pescoço dessa Dilma Rolseff e cia\n&#3;',0,0,0,0,neutro
'Bené diz que contrato do Planalto pagou despesa de campanha de @dilmabr https://t.co/VoYEnlBzjt - @JornalOGlobo\n&#3;',0,0,0,0,neutro
'Sem alarde  Câmara cria 14.419 cargos federais  quase quatro vezes o que Temer prometeu cortar -... https://t.co/LN8Cnt7Pm7\n&#3;',0,0,1,0,positivo
'Um sonho de liberdade!!!Cerveró será  solto  final do Mês!!Dilma sabia de Pasadena!!! https://t.co/lhpBhhCz3E\n&#3;',0,0,1,0,positivo
'"@o_antagonista: @dilmabr gastou sua propina com despesas pessoais ou eleitorais? - https://t.co/jjpoxofqfz https://t.co/HvNE7rCZCi"\n&#3;',0,0,0,0,neutro
'Se Cerveró delatou  foi aceito  devolverá $ e será solto? Porque Dilma está solta? @marisascruz @VillaMarcovilla ?? Que justiça é essa??\n&#3;',1,0,2,0,positivo
'Petroleiros não reconhecem governo Temer e anunciam greve no dia 10 https://t.co/q4EPTANmin\n&#3;',0,0,1,0,positivo
'O Globo: Esquema da Petrobras pagou despesas pessoais de Dilma https://t.co/O9HyO8K9dG\n&#3;',0,0,0,0,neutro
'Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: Ex-deputada Fátima Pelaes é acus... https://t.co/sD69qZo2qa\n&#3;',0,0,1,0,positivo
'Temer e Gilmar Mendes no Palácio do Jaburu em um sábado a noite | Os Amigos do Presidente Lula https://t.co/FUlcVREkag\n&#3;',1,0,1,0,positivo
'Temer admite incluir idade mínima para aposentadoria na reforma da Previdência https://t.co/5U0XuQXYLU\n&#3;',0,0,1,0,positivo
'@turquim5 @KeulenBarros @dilmabr seria um bom momento pra ela negar que sabia da refinaria de passadena\n&#3;',1,0,0,0,positivo
'Funcionários do IPEA publicam nota de repúdio contra presidente indicado por Temer https://t.co/md2oOsFVgd\n&#3;',0,0,1,0,positivo
'Temer admite incluir idade mínima para aposentadoria na reforma da Previdência https://t.co/0RfcnehsCO\n&#3;',0,0,1,0,positivo
'Requião diz que Dilma precisaria hoje de 3 votos para reverter impeachment no Senado;  ... - https://t.co/gd8E41pds0 https://t.co/mS1cpHcblK\n&#3;',0,0,0,0,neutro
'Funcionários do IPEA publicam nota de repúdio contra presidente indicado por Temer https://t.co/7xnuY5Rgyl\n&#3;',0,0,1,0,positivo
'Vão trabalhar seus inúteis! https://t.co/hb6isMX8Qy\n&#3;',0,2,0,0,negativo
'Vão trabalhar seus inúteis! https://t.co/hb6isMX8Qy\n&#3;',0,2,0,0,negativo
'@ptbrasil @dilmabr Não aceitaram incluir a ligação de Dilma para Lula porque tem que aceitar a ligação do Jucá com Machado vcs sempre querem\n&#3;',0,0,0,0,neutro
'"@SILVABARRIOS: Para los rojos "Venezuela no es un pais" ES UN BOTÍN.  los Castro  Evo  Ortega Crist K  Dilma  Podemos @ChuoTorrealba"\n&#3;',0,0,1,0,positivo
'@luzflavia @MichelTemer @MMucke não tem credibilidade pra ser presidente não dessa forma acovardada e se por pressão ele puxa o carro e vaza\n&#3;',0,0,0,0,neutro
'Temer fala em rombo mas dá aumento de 42% ao Judiciário https://t.co/ToS7DENkF6\n&#3;',0,0,1,0,positivo
'Temer admite incluir idade mínima para aposentadoria na reforma da Previdência https://t.co/g9ZVqfCdxU\n&#3;',0,0,1,0,positivo
'Temer admite incluir idade mínima para aposentadoria na reforma da Previdência https://t.co/kdeMVN8NsB\n&#3;',0,0,1,0,positivo
'#NaoAoCabideDeEmpregoPetista#NaoAoAparelhamentoDoEstado#AvanteMichelTemer @MichelTemer @EliseuPadilha @romerojuca https://t.co/gLJ7UC4SyL\n&#3;',0,0,0,0,neutro
'#NaoAoCabideDeEmpregoPetista#NaoAoAparelhamentoDoEstado#AvanteMichelTemer @MichelTemer @EliseuPadilha @romerojuca https://t.co/gLJ7UC4SyL\n&#3;',0,0,0,0,neutro
'Bom dia povo de luta. Hoje o dia é muito especial. Presidenta Dilma estará aqui no nosso estado. @NelsinhoPT https://t.co/g4w2wQ6aLg\n&#3;',2,0,1,0,positivo
'@RedeGlobo essa balela de querer envolver Dilma na lava jato não cola. Se ela estivesse envolvida não daria tanto apoio e investimento p PF.\n&#3;',0,0,1,0,positivo
'@jwbranda @junior34123 @TO_DE_OLHO @MichelTemer @FussballSehr @MuckeMuckjs @edmar_saints @Edireviews @KmPasso desde ontem tentando contato\n&#3;',0,0,0,0,neutro
'Foto: Pode ser lido  O dia Aqui  Levy tentou  ano passado. Dilma nao deixou. ... veja mais em https://t.co/3mjayNAmvY via @postmoneybr\n&#3;',0,1,0,0,negativo
'Es que yo llego a ser Dilma y mi abogado no dice esa vaina y lo mando pal carajo. https://t.co/W3sMSeDpbP\n&#3;',0,0,0,0,neutro
'Austeridade? Não foi o excesso de gastos públicos que causou a crise econômica? https://t.co/b75HuOy6TZ\n&#3;',1,1,0,0,neutro
'Só  bandidos: o golpe é para isso amigos! https://t.co/bkXCpB1AF8\n&#3;',1,1,0,0,neutro
'Ou voltamos com carga total sobre o senado ou está pilantra retira a presidência. Isto não pode acontecer. https://t.co/ealwZ2XhUw\n&#3;',0,0,0,0,neutro
'R.M. petroleiro: Rio de janeiro Agora.Fora Temer Golpista 02.06.16 https://t.co/OW5AqIwUBH\n&#3;',0,1,1,0,positivo
'@radiobandnewsfm @CarlaBigatto @RodrigoOrengo @eduardobarao  Temer é um fantoche e a classe política existe apenas para drenar recursos.\n&#3;',0,0,1,0,positivo
'RT: g1: Manifestantes fazem ato pró-Dilma e contra Temer no Centro do Rio https://t.co/YLbFDa6G6R #G1 https://t.co/8nMK0p66sc\n&#3;',0,0,1,0,positivo
'RT: g1: Manifestantes fazem ato pró-Dilma e contra Temer no Centro do Rio https://t.co/YLbFDa6G6R #G1 https://t.co/8nMK0p66sc\n&#3;',0,0,1,0,positivo
'Justiça mantém prisão de João Santana e Mônica Moura  marqueteiros da dupla corrupta Lula-Dilma https://t.co/ZVdUQ3uAxk\n&#3;',0,1,0,0,negativo
'Ministro sugere que servidores da CGU sem identificação com Temer deixem os cargos  https://t.co/UMfaghKeB7 via @Estadao\n&#3;',0,0,1,0,positivo
'@volta Dilma!@fora judas temer!@fora gov.podre!@por mega greve geral!@fora PSDB!@FORA AECIO!@greve geral ja! https://t.co/fZxPOej1E8\n&#3;',0,0,0,0,neutro
'@volta Dilma!@fora judas temer!@fora gov.podre!@por mega greve geral!@fora PSDB!@FORA AECIO!@greve geral ja! https://t.co/fZxPOej1E8\n&#3;',0,0,0,0,neutro
'Painel: Sem alarde  Câmara cria 14.419 cargos federais  quase quatro vezes o que Temer... https://t.co/UuvG6HGlRu via @folha_poder\n&#3;',0,0,1,0,positivo
'tá escolhendo a dedo seus ministros e secretários  hein @MichelTemer #corrupção #ForaTemer\n&#3;',0,0,0,0,neutro
'Fátima Pelaes já acertou todos os trâmites para assumir a Secretaria de Política para as Mulheres já na semana que vem  no governo Temer.\n&#3;',0,0,1,0,positivo
'"Dono do helicóptero com 450 kg de cocaína ganha cargo no governo Temer!O deputado estadual Gustavo Perrella... https://t.co/8EeVAAhHYa\n&#3;',0,0,1,0,positivo
'STF suspende exoneração de presidente da EBC nomeado por Dilma |  https://t.co/SenoKmegUN via @PortalOTEMPO\n&#3;',1,0,0,0,positivo
'https://t.co/tRRD71usdM LISTA BERTIN-BUMLAI TRAZ TEMER  ALOYSIO E CAIADO #ForaTemer  https://t.co/8ssJRD7mst\n&#3;',0,0,1,0,positivo
'[Impeachment Dilma] Lewandowski diz que ainda não tem opinião sobre recursos do impeachment: De ... https://t.co/2mJ8Ae2QpP - #VemPraRua\n&#3;',0,0,0,0,neutro
'RT @brasil247: TRE de SP confirma: Temer é ficha-suja e está inelegível | Brasil 24/7  https://t.co/Mq7yGIsxqd via @VelindaDe\n&#3;',0,1,1,0,positivo
'[Impeachment Dilma] Lewandowski diz que ainda não tem opinião sobre recursos do impeachment: De ... https://t.co/DdGudJpIVF - #VemPraRua\n&#3;',0,0,0,0,neutro
'@fora_pt  @MMucke Eu prefiro o caos sem @dilmabr e Lula no Governo. Ainda tem muito a ser revelado! Agradeço a eles pelo @MichelTemer\n&#3;',0,0,2,0,positivo
'@fora_pt  @MMucke Eu prefiro o caos sem @dilmabr e Lula no Governo. Ainda tem muito a ser revelado! Agradeço a eles pelo @MichelTemer\n&#3;',0,0,2,0,positivo
'A turma que roubava a Petrobras pagava até o cabelereiro de Dilma. Público e privado  tudo junto!\n&#3;',0,0,0,1,negativo
'A conta do golpe precisa ser paga https://t.co/aHst5acws5\n&#3;',0,0,0,0,neutro
'Dilma cantando! Eu disse adeus e vi o mundo inteiro desabar em mim! https://t.co/YeWVdd5lQ2\n&#3;',0,0,0,0,neutro
'Câmara cria 14 mil cargos federais  quatro vezes o que Temer prometeu cortar | Brasil 24/7 https://t.co/hWPKDnqEjx via @brasil247\n&#3;',0,0,1,0,positivo
'Câmara cria 14 mil cargos federais  quatro vezes o que Temer prometeu cortar https://t.co/22CTcXA1RQ\n&#3;',0,0,1,0,positivo
'Parabéns aos envolvidos  https://t.co/wuOAYMRZEx\n&#3;',0,0,0,0,neutro
'Mercados: Meio cheio ou meio vazio? https://t.co/tbgJTLRqvH #mercados #markets #stocks #Bovespa #Fed #Temer https://t.co/Rq2dHYWJEz\n&#3;',0,1,0,0,negativo
'Painel: Sem alarde  Câmara cria 14.419 cargos federais  quase quatro vezes o que Temer prometeu... https://t.co/uZ00CyaRRY via @folha\n&#3;',0,0,1,0,positivo
'‾\_㋛_/‾ ‾\_㋡_/‾ https://t.co/anrNSwgu4d\n&#3;',0,0,0,0,neutro
'Temer 100%. É pré-requisito do governo golpista @BernardoMF ! https://t.co/TtGc4Ing1k\n&#3;',0,1,1,0,positivo
'Bom dia a todos vcs e amigos otima sexta feira a todos... https://t.co/kX91QTfEe0\n&#3;',2,0,0,0,positivo
'Gobierno de Temer quiere adelantar sentencia de impeachment contra Rousseffhttps://t.co/kvvodLib5W\n&#3;',0,0,1,0,positivo
'Secretária fez parte de articulação criminosa  diz Procuradoria https://t.co/ISlsY1BnPe\n&#3;',0,0,0,0,neutro
'Dilma diz: “Reinaldo Azevedo está certo; nós  do PT  estamos manipulando o caso do estupro”  https://t.co/xJ5vgwL8gz via @reinaldoazevedo\n&#3;',0,0,0,1,negativo
'Puxa...secretária evangélica q respeita os "valores bíblicos" integrou articulação criminosa? https://t.co/reCIW80Sd1\n&#3;',0,1,1,0,positivo
'Secretária fez parte de articulação criminosa  diz Procuradoria https://t.co/BSZbRR9E69\n&#3;',0,0,0,0,neutro
'@micheltemer fudeu https://t.co/HehAHlMkgl\n&#3;',0,0,0,0,neutro
'Por que a Globo não fala e mostra no texto  o que disse Cerveró sobre Dilma saber da corrupção? #LavaJato Sala e acesso não era do conselho?\n&#3;',0,0,0,0,neutro
'@demetera2 @Estadao na Câmara bandidos a julgaram. No Senado um pedaleiro se alia aos golpistas. Nas ruas cresce o grito# Fora Temer\n&#3;',0,2,1,1,negativo
'Caiu o pano. E quem acreditou? Presidente do Conselho não saber  só se fosse bobinha. https://t.co/EYCFIELu6M\n&#3;',0,0,1,1,neutro
'@MichelTemer disse q rombo nas contas seria de R$ 175 bi. Só não disse que parte foi criada por ele  com aprovação do reajuste salarial.\n&#3;',0,0,0,0,neutro
'"Na cabeça da Petezada de dois Neurônios GovernoLulla/Dilma nada fez de errado e @MichelTemer que queria o Poder  q Destruiu o País." BD\n&#3;',0,1,1,0,positivo
'"Na cabeça da Petezada de dois Neurônios GovernoLulla/Dilma nada fez de errado e @MichelTemer que queria o Poder  q Destruiu o País." BD\n&#3;',0,1,1,0,positivo
'Meo Deos. https://t.co/VKvIeqLJBI\n&#3;',0,0,0,0,neutro
'Preteou o olho da gateada!!! https://t.co/qptgFwrZsB\n&#3;',0,0,0,0,neutro
'https://t.co/tRRD71usdM LISTA BERTIN-BUMLAI TRAZ TEMER  ALOYSIO E CAIADO #ForaTemer . https://t.co/IHSVt3UXKM\n&#3;',0,0,1,0,positivo
'As vezes eu acho que Temer tá de brincadeira. Só pode. https://t.co/Q9RSdplLTH\n&#3;',0,0,1,0,positivo
'Merval: "Esquema da Petrobras pagou despesas pessoais de Dilma" #PassaDilma\n&#3;',0,0,0,0,neutro
'Dilma é bandida e mentirosa.  E não sou que estou dizendo. https://t.co/TKZAaGKjpL\n&#3;',0,2,0,0,negativo
'@fora_pt @MichelTemer @MMucke Ele está sendo estratégico igual a pai com criança emburrada.\n&#3;',1,1,0,0,neutro
'Precisamos voltar às ruas  agora contra o senado  contra Dilma e a favor do Brasil. https://t.co/ealwZ2XhUw\n&#3;',0,0,0,0,neutro
'Michel Temer está inelegível por oito anos  segundo TRE de São Paulo https://t.co/SZe1p6Riwb\n&#3;',1,1,1,0,positivo
'Acontecimentos que perderam o "time": aumento de Temer p judiciário e etc  viagem de Robinson aos EUA e aumento de $$ vereadores de Mossoró\n&#3;',0,0,1,1,neutro
'Secretária de Temer integrou articulação criminosa  diz PGR https://t.co/4QW2lAp5Cj\n&#3;',0,1,1,0,positivo
'eu não sabia https://t.co/Ljt1eLetyX\n&#3;',0,0,0,0,neutro
'https://t.co/tRRD71usdM LISTA BERTIN-BUMLAI TRAZ TEMER  ALOYSIO E CAIADO #ForaTemer\n&#3;',0,0,1,0,positivo
'https://t.co/Q7JJfm4mYp LISTA BERTIN-BUMLAI TRAZ TEMER  ALOYSIO E CAIADO #ForaTemer\n&#3;',0,0,1,0,positivo
'Governo gaúcho quer mais rodovia e novo aeroporto nos planos de PPPs do governo Temer https://t.co/wbi7cxBatA\n&#3;',0,0,1,0,positivo
'Piada golpista https://t.co/hWnGkarWCH\n&#3;',0,1,0,0,negativo
'Sem alarde  Câmara cria 14.419 cargos federais  quase quatro vezes o que Temer prometeu cortar https://t.co/3ZWKwX8oZi #folha@\n&#3;',0,0,1,0,positivo
'@blogkatia Até pode colar aqui a desculpa "não sei de nada" sobre Pasadena mas @dilmabr Não escapa dos processos investidores nos EUA. 💸💸\n&#3;',0,1,0,0,negativo
'Mamãe Dilma  Papai Temer  Somos filhos de uma nação...\n&#3;',0,0,1,0,positivo
'Mamãe Dilma  Papai Temer  Somos filhos de uma nação...\n&#3;',0,0,1,0,positivo
'Temer ----> velhos erros https://t.co/IK0x98n3fP\n&#3;',0,1,1,0,positivo
'O cara abre o face logo de manhã e quase vomita com as merda que postam  é os pro PT  os pro temer. Que vá os dois se fode\n&#3;',0,0,1,1,neutro
'Temer admite incluir idade mínima para aposentadoria na reforma da Previdência.Presidente interino fez... https://t.co/weOMjTYdMW\n&#3;',0,0,1,0,positivo
'Enviado por Jair Onofre - 03.06.2016 06:11hConselheiro de Lula e DilmaDelfim Netto: "Golpe é pura alucinação de... https://t.co/ozxWQEFyCy\n&#3;',1,0,0,0,positivo
'https://t.co/tRRD71usdM LISTA BERTIN-BUMLAI TRAZ TEMER  ALOYSIO E CAIADO #ForaTemer    https://t.co/eJ2IovIyBh\n&#3;',0,0,1,0,positivo
'@HelenaShp @lobaoeletrico Essa revelação do pagamento das despesas pessoais de Dilma com dinheiro de propina é p/ sepultar de vez ela e o PT\n&#3;',0,0,0,0,neutro
'Participemos desta petição ao STF solicitando análise do mérito do impeachment da Presidenta Dilma. IMPORTANTÍSSIMO https://t.co/gqxDFtizAr\n&#3;',0,0,0,0,neutro
'Participemos desta petição ao STF solicitando análise do mérito do impeachment da Presidenta Dilma. IMPORTANTÍSSIMO https://t.co/TUCpJ38Bl8\n&#3;',0,0,0,0,neutro
'Cerveró diz que Dilma sabia de detalhes da compra de Pasadena - https://t.co/HmxoeObvOR\n&#3;',0,0,0,0,neutro
'Muito boa colocação! @MichelTemer  https://t.co/X3qX5aOtfm\n&#3;',1,0,0,0,positivo
'Michel Temer não poderia ter começado de modo mais caótico o seu mandato.#DecideTSE\n&#3;',0,1,1,0,positivo
'Estou até agora sem entender essa notícia?  https://t.co/lnSMnpvuys\n&#3;',0,0,0,0,neutro
'Si fue un error  y a estas alturas cada vez más creo que lo fue  no debería haber nada que temer penalmente y todo debería aclararse.\n&#3;',0,1,1,0,positivo
'Ministro incriminado na Lava Jato deixará governo  diz Michel Temer #G1 https://t.co/9dhLuTJO9k\n&#3;',0,0,2,0,positivo
'@mcissaguimaraes @petrobras @dilmabr @LulapeloBrasil  Ele falou tudo. Disse a mais pura verdade.\n&#3;',1,0,0,0,positivo
'Rio de janeiro Agora.Fora Temer Golpista 02.06.16 https://t.co/Y1LvNvNDbQ via @YouTube\n&#3;',0,1,1,0,positivo
'RT @brasil247: TRE de SP confirma: Temer é ficha-suja e está inelegível | Brasil 24/7  https://t.co/HRKhNBLd6N via @emirsader\n&#3;',0,1,1,0,positivo
'Senado tem 35 votos pró-impeachment de Dilma Rousseff. https://t.co/d5mJQAp6dW https://t.co/J9ixipPy2r\n&#3;',0,0,0,0,neutro
'13 mil empresários no ES recebem o Bolsa Família de @dilmabr fora os fantasmas e mortos. Seria uma espécie de Walking Dead?\n&#3;',0,1,0,1,negativo
'FORA TEMER!\n&#3;',0,0,1,1,neutro
'@o_antagonista @diogomainardi @MichelTemer Aliás  desde o recuo diante dos "artista"  que esse governo adotou a tática do Caranguejo...\n&#3;',0,0,0,0,neutro
'#RestamosNós Estamos sentindo manobras para onda a favor de Dilma voltar. Mas procurem observar  é só conversa fiada https://t.co/NIW9fcYD3E\n&#3;',0,0,0,1,negativo
'Villa: Se Dilma voltar  o Brasil vai virar uma Venezuela https://t.co/KqgiySD3TG via @veja\n&#3;',0,0,0,0,neutro
'Impeachment de Dilma: senadores rejeitam suspeição de Anastasia e debatem processo contra Dilma https://t.co/5XPgd2H011\n&#3;',0,0,0,0,neutro
